continent,location,date,population,new_cases,new_vaccinations,total_vaccinations,RollingPeopleInfected,RollingPeopleVaccinated,percent_infected,percent_vaccinated
Europe,Italy,2021-01-16,60461828,16310,64949,1179502,2368733,1172327,3.92,1.94
Europe,Italy,2021-01-17,60461828,12544,36995,1216497,2381277,1209322,3.94,2.0
Europe,Italy,2021-01-18,60461828,8825,43761,1260258,2390102,1253083,3.95,2.07
Europe,Italy,2021-01-19,60461828,10496,32860,1293118,2400598,1285943,3.97,2.13
Europe,Italy,2021-01-20,60461828,13568,30660,1323778,2414166,1316603,3.99,2.18
Europe,Italy,2021-01-21,60461828,14055,35479,1359257,2428221,1352082,4.02,2.24
Europe,Italy,2021-01-22,60461828,13633,26551,1385808,2441854,1378633,4.04,2.28
Europe,Italy,2021-01-23,60461828,13331,38707,1424515,2455185,1417340,4.06,2.34
Europe,Italy,2021-01-24,60461828,11628,33857,1458372,2466813,1451197,4.08,2.4
Europe,Italy,2021-01-25,60461828,8559,69026,1527398,2475372,1520223,4.09,2.51
Europe,Italy,2021-01-26,60461828,10584,80242,1607640,2485956,1600465,4.11,2.65
Europe,Italy,2021-01-27,60461828,15191,70831,1678471,2501147,1671296,4.14,2.76
Europe,Italy,2021-01-28,60461828,14360,93505,1771976,2515507,1764801,4.16,2.92
Europe,Italy,2021-01-29,60461828,13563,97737,1869713,2529070,1862538,4.18,3.08
Europe,Italy,2021-01-30,60461828,12713,90206,1959919,2541783,1952744,4.2,3.23
Europe,Italy,2021-01-31,60461828,11249,59525,2019444,2553032,2012269,4.22,3.33
Europe,Italy,2021-02-01,60461828,7925,85576,2105020,2560957,2097845,4.24,3.47
Europe,Italy,2021-02-02,60461828,9651,87855,2192875,2570608,2185700,4.25,3.62
Europe,Italy,2021-02-03,60461828,13182,99572,2292447,2583790,2285272,4.27,3.78
Europe,Italy,2021-02-04,60461828,13656,107464,2399911,2597446,2392736,4.3,3.96
Europe,Italy,2021-02-05,60461828,14213,107144,2507055,2611659,2499880,4.32,4.13
Europe,Italy,2021-02-06,60461828,13439,76942,2583997,2625098,2576822,4.34,4.26
Europe,Italy,2021-02-07,60461828,11640,41701,2625698,2636738,2618523,4.36,4.33
Europe,Italy,2021-02-08,60461828,7969,66779,2692477,2644707,2685302,4.37,4.44
Europe,Italy,2021-02-09,60461828,10612,66644,2759121,2655319,2751946,4.39,4.55
Europe,Italy,2021-02-10,60461828,12947,72652,2831773,2668266,2824598,4.41,4.67
Europe,Italy,2021-02-11,60461828,15137,74588,2906361,2683403,2899186,4.44,4.8
Europe,Italy,2021-02-12,60461828,13893,73893,2980254,2697296,2973079,4.46,4.92
Europe,Italy,2021-02-13,60461828,13523,52583,3032837,2710819,3025662,4.48,5.0
Europe,Italy,2021-02-14,60461828,11060,29404,3062241,2721879,3055066,4.5,5.05
Europe,Italy,2021-02-15,60461828,7344,62701,3124942,2729223,3117767,4.51,5.16
Europe,Italy,2021-02-16,60461828,10368,71057,3195999,2739591,3188824,4.53,5.27
Europe,Italy,2021-02-17,60461828,12066,79904,3275903,2751657,3268728,4.55,5.41
Europe,Italy,2021-02-18,60461828,13755,89511,3365414,2765412,3358239,4.57,5.55
Europe,Italy,2021-02-19,60461828,15470,92305,3457719,2780882,3450544,4.6,5.71
Europe,Italy,2021-02-20,60461828,14914,77881,3535600,2795796,3528425,4.62,5.84
Europe,Italy,2021-02-21,60461828,13450,50932,3586532,2809246,3579357,4.65,5.92
Europe,Italy,2021-02-22,60461828,9617,105445,3691977,2818863,3684802,4.66,6.09
Europe,Italy,2021-02-23,60461828,13299,106443,3798420,2832162,3791245,4.68,6.27
Europe,Italy,2021-02-24,60461828,16402,121984,3920404,2848564,3913229,4.71,6.47
Europe,Italy,2021-02-25,60461828,19871,128170,4048574,2868435,4041399,4.74,6.68
Europe,Italy,2021-02-26,60461828,20488,136344,4184918,2888923,4177743,4.78,6.91
Europe,Italy,2021-02-27,60461828,18902,126232,4311150,2907825,4303975,4.81,7.12
Europe,Italy,2021-02-28,60461828,17440,77961,4389111,2925265,4381936,4.84,7.25
Europe,Italy,2021-03-01,60461828,13106,135336,4524447,2938371,4517272,4.86,7.47
Europe,Italy,2021-03-02,60461828,17063,160391,4684838,2955434,4677663,4.89,7.74
Europe,Italy,2021-03-03,60461828,20840,185636,4870474,2976274,4863299,4.92,8.04
Europe,Italy,2021-03-04,60461828,22845,195677,5066151,2999119,5058976,4.96,8.37
Europe,Italy,2021-03-05,60461828,24010,203125,5269276,3023129,5262101,5.0,8.7
Europe,Italy,2021-03-06,60461828,23633,176300,5445576,3046762,5438401,5.04,8.99
Europe,Italy,2021-03-07,60461828,20724,100982,5546558,3067486,5539383,5.07,9.16
Europe,Italy,2021-03-08,60461828,13882,178348,5724906,3081368,5717731,5.1,9.46
Europe,Italy,2021-03-09,60461828,19725,191015,5915921,3101093,5908746,5.13,9.77
Europe,Italy,2021-03-10,60461828,22275,211704,6127625,3123368,6120450,5.17,10.12
Europe,Italy,2021-03-11,60461828,25649,219128,6346753,3149017,6339578,5.21,10.49
Europe,Italy,2021-03-12,60461828,26790,208681,6555434,3175807,6548259,5.25,10.83
Europe,Italy,2021-03-13,60461828,26031,175656,6731090,3201838,6723915,5.3,11.12
Europe,Italy,2021-03-14,60461828,21304,105382,6836472,3223142,6829297,5.33,11.3
Europe,Italy,2021-03-15,60461828,15252,170927,7007399,3238394,7000224,5.36,11.58
Europe,Italy,2021-03-16,60461828,20376,140073,7147472,3258770,7140297,5.39,11.81
Europe,Italy,2021-03-17,60461828,23040,165169,7312641,3281810,7305466,5.43,12.08
Europe,Italy,2021-03-18,60461828,24901,163165,7475806,3306711,7468631,5.47,12.35
Europe,Italy,2021-03-19,60461828,25707,174769,7650575,3332418,7643400,5.51,12.64
Europe,Italy,2021-03-20,60461828,23913,174105,7824680,3356331,7817505,5.55,12.93
Europe,Italy,2021-03-21,60461828,20045,129415,7954095,3376376,7946920,5.58,13.14
Europe,Italy,2021-03-22,60461828,24501,191785,8145880,3400877,8138705,5.62,13.46
Europe,Italy,2021-03-23,60461828,18739,221135,8367015,3419616,8359840,5.66,13.83
Europe,Italy,2021-03-24,60461828,21246,251703,8618718,3440862,8611543,5.69,14.24
Europe,Italy,2021-03-25,60461828,23681,264178,8882896,3464543,8875721,5.73,14.68
Europe,Italy,2021-03-26,60461828,24076,265679,9148575,3488619,9141400,5.77,15.12
Europe,Italy,2021-03-27,60461828,23834,238478,9387053,3512453,9379878,5.81,15.51
Europe,Italy,2021-03-28,60461828,19604,161793,9548846,3532057,9541671,5.84,15.78
Europe,Italy,2021-03-29,60461828,12900,238911,9787757,3544957,9780582,5.86,16.18
Europe,Italy,2021-03-30,60461828,16055,264478,10052235,3561012,10045060,5.89,16.61
Europe,Italy,2021-03-31,60461828,23887,301264,10353499,3584899,10346324,5.93,17.11
Europe,Italy,2021-04-01,60461828,22184,282637,10636136,3607083,10628961,5.97,17.58
Europe,Italy,2021-04-02,60461828,21917,279008,10915144,3629000,10907969,6.0,18.04
Europe,Italy,2021-04-03,60461828,21247,228109,11143253,3650247,11136078,6.04,18.42
Europe,Italy,2021-04-04,60461828,18017,96101,11239354,3668264,11232179,6.07,18.58
Europe,Italy,2021-04-05,60461828,10680,170099,11409453,3678944,11402278,6.08,18.86
Europe,Italy,2021-04-06,60461828,7763,281714,11691167,3686707,11683992,6.1,19.32
Europe,Italy,2021-04-07,60461828,13686,320336,12011503,3700393,12004328,6.12,19.85
Europe,Italy,2021-04-08,60461828,17209,331607,12343110,3717602,12335935,6.15,20.4
Europe,Italy,2021-04-09,60461828,18924,331868,12674978,3736526,12667803,6.18,20.95
Europe,Italy,2021-04-10,60461828,17551,317966,12992944,3754077,12985769,6.21,21.48
Europe,Italy,2021-04-11,60461828,15737,200869,13193813,3769814,13186638,6.24,21.81
Europe,Italy,2021-04-12,60461828,9780,265003,13458816,3779594,13451641,6.25,22.25
Europe,Italy,2021-04-13,60461828,13439,286417,13745233,3793033,13738058,6.27,22.72
Europe,Italy,2021-04-14,60461828,16160,317962,14063195,3809193,14056020,6.3,23.25
Europe,Italy,2021-04-15,60461828,16963,347973,14411168,3826156,14403993,6.33,23.82
Europe,Italy,2021-04-16,60461828,15923,376526,14787694,3842079,14780519,6.35,24.45
Europe,Italy,2021-04-17,60461828,15364,354820,15142514,3857443,15135339,6.38,25.03
Europe,Italy,2021-04-18,60461828,12688,240663,15383177,3870131,15376002,6.4,25.43
Europe,Italy,2021-04-19,60461828,8863,308297,15691474,3878994,15684299,6.42,25.94
Europe,Italy,2021-04-20,60461828,12069,330986,16022460,3891063,16015285,6.44,26.49
Europe,Italy,2021-04-21,60461828,13836,370312,16392772,3904899,16385597,6.46,27.1
Europe,Italy,2021-04-22,60461828,16046,394083,16786855,3920945,16779680,6.48,27.75
Europe,Italy,2021-04-23,60461828,14758,399235,17186090,3935703,17178915,6.51,28.41
Europe,Italy,2021-04-24,60461828,13814,381197,17567287,3949517,17560112,6.53,29.04
Europe,Italy,2021-04-25,60461828,13157,265331,17832618,3962674,17825443,6.55,29.48
Europe,Italy,2021-04-26,60461828,8440,340935,18173553,3971114,18166378,6.57,30.05
Europe,Italy,2021-04-27,60461828,10398,366541,18540094,3981512,18532919,6.59,30.65
Europe,Italy,2021-04-28,60461828,13382,401071,18941165,3994894,18933990,6.61,31.32
Europe,Italy,2021-04-29,60461828,14314,515242,19456407,4009208,19449232,6.63,32.17
Europe,Italy,2021-04-30,60461828,13445,492660,19949067,4022653,19941892,6.65,32.98
North America,Jamaica,2021-03-14,2961161,587,,12099,30499,,1.03,
North America,Jamaica,2021-03-16,2961161,602,,16096,31907,,1.08,
North America,Jamaica,2021-03-25,2961161,458,,33000,37128,,1.25,
North America,Jamaica,2021-04-01,2961161,306,,41901,39543,,1.34,
North America,Jamaica,2021-04-06,2961161,315,,43944,41328,,1.4,
North America,Jamaica,2021-04-07,2961161,72,3784,47728,41400,3784,1.4,0.13
North America,Jamaica,2021-04-13,2961161,161,,135473,42924,3784,1.45,0.13
Asia,Japan,2021-02-17,126476458,1461,,125,419894,,0.33,
Asia,Japan,2021-02-18,126476458,1525,486,611,421419,486,0.33,0.0
Asia,Japan,2021-02-19,126476458,1297,4428,5039,422716,4914,0.33,0.0
Asia,Japan,2021-02-22,126476458,737,,11934,425723,4914,0.34,0.0
Asia,Japan,2021-02-24,126476458,904,,17888,427730,4914,0.34,0.0
Asia,Japan,2021-02-25,126476458,1084,4008,21896,428814,8922,0.34,0.01
Asia,Japan,2021-02-26,126476458,1057,6634,28530,429871,15556,0.34,0.01
Asia,Japan,2021-03-01,126476458,688,,31785,432776,15556,0.34,0.01
Asia,Japan,2021-03-02,126476458,922,2987,34772,433698,18543,0.34,0.01
Asia,Japan,2021-03-03,126476458,1244,2531,37303,434942,21074,0.34,0.02
Asia,Japan,2021-03-04,126476458,1149,1871,39174,436091,22945,0.34,0.02
Asia,Japan,2021-03-05,126476458,1129,7295,46469,437220,30240,0.35,0.02
Asia,Japan,2021-03-08,126476458,621,,70796,439975,30240,0.35,0.02
Asia,Japan,2021-03-09,126476458,1175,36762,107558,441150,67002,0.35,0.05
Asia,Japan,2021-03-10,126476458,1259,41392,148950,442409,108394,0.35,0.09
Asia,Japan,2021-03-11,126476458,1303,32234,181184,443712,140628,0.35,0.11
Asia,Japan,2021-03-12,126476458,1263,49358,230542,444975,189986,0.35,0.15
Asia,Japan,2021-03-15,126476458,713,,290275,447998,189986,0.35,0.15
Asia,Japan,2021-03-16,126476458,1142,68916,359191,449140,258902,0.36,0.2
Asia,Japan,2021-03-17,126476458,1545,78294,437485,450685,337196,0.36,0.27
Asia,Japan,2021-03-18,126476458,1460,71217,508702,452145,408413,0.36,0.32
Asia,Japan,2021-03-19,126476458,1469,70133,578835,453614,478546,0.36,0.38
Asia,Japan,2021-03-22,126476458,786,,652698,457102,478546,0.36,0.38
Asia,Japan,2021-03-23,126476458,1517,46428,699126,458619,524974,0.36,0.42
Asia,Japan,2021-03-24,126476458,1974,42054,741180,460593,567028,0.36,0.45
Asia,Japan,2021-03-25,126476458,1911,33942,775122,462504,600970,0.37,0.48
Asia,Japan,2021-03-26,126476458,1977,47747,822869,464481,648717,0.37,0.51
Asia,Japan,2021-03-29,126476458,1290,,890662,469634,648717,0.37,0.51
Asia,Japan,2021-03-30,126476458,2141,59069,949731,471775,707786,0.37,0.56
Asia,Japan,2021-03-31,126476458,2864,53008,1002739,474639,760794,0.38,0.6
Asia,Japan,2021-04-01,126476458,2598,47373,1050112,477237,808167,0.38,0.64
Asia,Japan,2021-04-02,126476458,2714,46586,1096698,479951,854753,0.38,0.68
Asia,Japan,2021-04-05,126476458,1566,,1196884,486790,854753,0.38,0.68
Asia,Japan,2021-04-06,126476458,2615,91682,1288566,489405,946435,0.39,0.75
Asia,Japan,2021-04-07,126476458,3453,104542,1393108,492858,1050977,0.39,0.83
Asia,Japan,2021-04-08,126476458,3491,94498,1487606,496349,1145475,0.39,0.91
Asia,Japan,2021-04-09,126476458,3480,104911,1592517,499829,1250386,0.4,0.99
Asia,Japan,2021-04-12,126476458,2113,,1690592,508348,1250386,0.4,0.99
Asia,Japan,2021-04-13,126476458,3449,55589,1746181,511797,1305975,0.4,1.03
Asia,Japan,2021-04-14,126476458,5482,52867,1799048,517279,1358842,0.41,1.07
Asia,Japan,2021-04-15,126476458,4515,54681,1853729,521794,1413523,0.41,1.12
Asia,Japan,2021-04-18,126476458,4111,,1930111,535218,1413523,0.42,1.12
Asia,Japan,2021-04-19,126476458,2274,124769,2054880,537492,1538292,0.42,1.22
Asia,Japan,2021-04-20,126476458,4973,135533,2190413,542465,1673825,0.43,1.32
Asia,Japan,2021-04-21,126476458,5369,163970,2354383,547834,1837795,0.43,1.45
Asia,Japan,2021-04-22,126476458,5526,162662,2517045,553360,2000457,0.44,1.58
Asia,Japan,2021-04-25,126476458,4623,,2718090,568619,2000457,0.45,1.58
Asia,Japan,2021-04-26,126476458,3283,282420,3000510,571902,2282877,0.45,1.8
Asia,Japan,2021-04-27,126476458,4966,224954,3225464,576868,2507831,0.46,1.98
Asia,Japan,2021-04-29,126476458,7914,,3489719,588578,2507831,0.47,1.98
Europe,Jersey,2021-01-24,101073,,,11385,,,,
Europe,Jersey,2021-01-31,101073,,,14838,,,,
Europe,Jersey,2021-02-07,101073,,,21007,,,,
Europe,Jersey,2021-02-14,101073,,,25952,,,,
Europe,Jersey,2021-02-21,101073,,,29312,,,,
Europe,Jersey,2021-02-28,101073,,,33511,,,,
Europe,Jersey,2021-03-07,101073,,,39428,,,,
Europe,Jersey,2021-03-10,101073,,,42231,,,,
Europe,Jersey,2021-03-14,101073,,,45758,,,,
Europe,Jersey,2021-03-17,101073,,,48732,,,,
Europe,Jersey,2021-03-21,101073,,,52265,,,,
Europe,Jersey,2021-03-24,101073,,,55114,,,,
Europe,Jersey,2021-03-28,101073,,,59132,,,,
Europe,Jersey,2021-03-31,101073,,,62126,,,,
Europe,Jersey,2021-04-04,101073,,,67760,,,,
Europe,Jersey,2021-04-07,101073,,,68095,,,,
Europe,Jersey,2021-04-11,101073,,,70859,,,,
Europe,Jersey,2021-04-14,101073,,,73426,,,,
Europe,Jersey,2021-04-18,101073,,,77185,,,,
Europe,Jersey,2021-04-21,101073,,,80002,,,,
Europe,Jersey,2021-04-25,101073,,,82738,,,,
Asia,Jordan,2021-01-23,10203140,608,,30000,319519,,3.13,
Asia,Jordan,2021-01-31,10203140,1181,,40000,326855,,3.2,
Asia,Jordan,2021-02-22,10203140,4550,,80000,368278,,3.61,
Asia,Jordan,2021-02-25,10203140,3827,,150000,380268,,3.73,
Asia,Jordan,2021-03-15,10203140,9417,,204151,486470,,4.77,
Asia,Jordan,2021-03-17,10203140,9535,,241868,504915,,4.95,
Asia,Jordan,2021-03-21,10203140,8789,,272648,535455,,5.25,
Asia,Jordan,2021-03-24,10203140,9130,,320140,562857,,5.52,
Asia,Jordan,2021-03-30,10203140,7751,,409203,605007,,5.93,
Asia,Jordan,2021-04-07,10203140,5232,,524533,650681,,6.38,
Asia,Jordan,2021-04-14,10203140,4085,,665226,676175,,6.63,
Asia,Jordan,2021-04-19,10203140,3509,,732052,689482,,6.76,
Asia,Jordan,2021-04-29,10203140,1552,,919922,709817,,6.96,
Asia,Kazakhstan,2021-02-11,18776707,1033,,14000,248566,,1.32,
Asia,Kazakhstan,2021-02-24,18776707,869,,22294,259478,,1.38,
Asia,Kazakhstan,2021-03-15,18776707,961,,87902,275502,,1.47,
Asia,Kazakhstan,2021-03-18,18776707,1314,,109995,279220,,1.49,
Asia,Kazakhstan,2021-04-10,18776707,2944,,385281,320881,,1.71,
Asia,Kazakhstan,2021-04-12,18776707,2027,,443974,325234,,1.73,
Asia,Kazakhstan,2021-04-18,18776707,2835,,856906,341599,,1.82,
Asia,Kazakhstan,2021-04-21,18776707,3016,,893164,349987,,1.86,
Asia,Kazakhstan,2021-04-22,18776707,3001,62937,956101,352988,62937,1.88,0.34
Asia,Kazakhstan,2021-04-24,18776707,2916,,1001805,358834,62937,1.91,0.34
Asia,Kazakhstan,2021-04-27,18776707,2838,,1133982,366709,62937,1.95,0.34
Asia,Kazakhstan,2021-04-28,18776707,2995,425854,1559836,369704,488791,1.97,2.6
Africa,Kenya,2021-03-10,53771300,713,,4000,110356,,0.21,
Africa,Kenya,2021-03-14,53771300,431,,9144,113236,,0.21,
Africa,Kenya,2021-03-17,53771300,1279,,20000,116310,,0.22,
Africa,Kenya,2021-03-24,53771300,1540,,64100,124707,,0.23,
Africa,Kenya,2021-03-26,53771300,2008,,90340,128178,,0.24,
Africa,Kenya,2021-03-31,53771300,1412,,161771,134058,,0.25,
Africa,Kenya,2021-04-03,53771300,1184,,196435,138077,,0.26,
Africa,Kenya,2021-04-07,53771300,1523,,340121,141365,,0.26,
Africa,Kenya,2021-04-08,53771300,1698,81900,422021,143063,81900,0.27,0.15
Africa,Kenya,2021-04-14,53771300,981,,569244,148128,81900,0.28,0.15
Africa,Kenya,2021-04-16,53771300,1041,,651650,150260,81900,0.28,0.15
Africa,Kenya,2021-04-21,53771300,965,,750471,153488,81900,0.29,0.15
Africa,Kenya,2021-04-28,53771300,834,,853081,158326,81900,0.29,0.15
Europe,Kosovo,2021-04-03,1932774,0,,700,91079,,4.71,
Europe,Kosovo,2021-04-04,1932774,0,1800,2500,91079,1800,4.71,0.09
Europe,Kosovo,2021-04-14,1932774,1195,,10704,99210,1800,5.13,0.09
Europe,Kosovo,2021-04-18,1932774,862,,16132,101191,1800,5.24,0.09
Europe,Kosovo,2021-04-23,1932774,0,,22096,102720,1800,5.31,0.09
Asia,Kuwait,2020-12-28,4270563,204,,2500,149857,,3.51,
Asia,Kuwait,2021-01-26,4270563,505,,35000,162282,,3.8,
Asia,Kuwait,2021-02-15,4270563,823,,175000,178524,,4.18,
Asia,Kuwait,2021-03-08,4270563,1326,,360000,201898,,4.73,
Asia,Kuwait,2021-03-22,4270563,1330,,538000,220455,,5.16,
Asia,Kuwait,2021-03-29,4270563,1251,,604861,229550,,5.38,
Asia,Kuwait,2021-04-18,4270563,1127,,860000,256987,,6.02,
Asia,Kuwait,2021-04-25,4270563,1545,,1000000,266949,,6.25,
Asia,Kyrgyzstan,2021-04-07,6524191,161,,849,89438,,1.37,
Asia,Kyrgyzstan,2021-04-12,6524191,145,,2100,90372,,1.39,
Asia,Laos,2021-03-17,7275556,1,,40732,49,,0.0,
Asia,Laos,2021-04-14,7275556,1,,135849,53,,0.0,
Asia,Laos,2021-04-19,7275556,0,,137026,58,,0.0,
Asia,Laos,2021-04-21,7275556,28,,151175,88,,0.0,
Asia,Laos,2021-04-22,7275556,6,5643,156818,94,5643,0.0,0.08
Asia,Laos,2021-04-24,7275556,88,,179525,247,5643,0.0,0.08
Asia,Laos,2021-04-25,7275556,76,4153,183678,323,9796,0.0,0.13
Asia,Laos,2021-04-26,7275556,113,709,184387,436,10505,0.01,0.14
Europe,Latvia,2020-12-28,1886202,508,,595,36838,,1.95,
